Sector,Description,Sector_sub,name_sub
32,Manufacturing,325900,Other Chemical Product and Preparation Manufacturing
32,Manufacturing,325910,Printing Ink Manufacturing
32,Manufacturing,325920,Explosives Manufacturing
32,Manufacturing,325990,All Other Chemical Product and Preparation Manufacturing
32,Manufacturing,325991,Custom Compounding of Purchased Resins
32,Manufacturing,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing"
32,Manufacturing,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing
32,Manufacturing,326000,Plastics and Rubber Products Manufacturing
32,Manufacturing,326100,Plastics Product Manufacturing
32,Manufacturing,326110,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing
32,Manufacturing,326111,Plastics Bag Manufacturing
32,Manufacturing,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
32,Manufacturing,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
32,Manufacturing,326120,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing"
32,Manufacturing,326121,Unlaminated Plastics Profile Shape Manufacturing
32,Manufacturing,326122,Plastics Pipe and Pipe Fitting Manufacturing
32,Manufacturing,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
32,Manufacturing,326140,Polystyrene Foam Product Manufacturing
32,Manufacturing,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing
32,Manufacturing,326160,Plastics Bottle Manufacturing
32,Manufacturing,326190,Other Plastics Product Manufacturing
32,Manufacturing,326191,Plastics Plumbing Fixture Manufacturing
32,Manufacturing,326192,Resilient Floor Covering Manufacturing
32,Manufacturing,326199,All Other Plastics Product Manufacturing
32,Manufacturing,326200,Rubber Product Manufacturing
32,Manufacturing,326210,Tire Manufacturing
32,Manufacturing,326211,Tire Manufacturing (except Retreading)
32,Manufacturing,326212,Tire Retreading
32,Manufacturing,326220,Rubber and Plastics Hoses and Belting Manufacturing
32,Manufacturing,326290,Other Rubber Product Manufacturing
32,Manufacturing,326291,Rubber Product Manufacturing for Mechanical Use
32,Manufacturing,326299,All Other Rubber Product Manufacturing
32,Manufacturing,327000,Nonmetallic Mineral Product Manufacturing
32,Manufacturing,327100,Clay Product and Refractory Manufacturing
32,Manufacturing,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing"
32,Manufacturing,327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing
32,Manufacturing,327112,"Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing"
32,Manufacturing,327113,Porcelain Electrical Supply Manufacturing
32,Manufacturing,327120,Clay Building Material and Refractories Manufacturing
32,Manufacturing,327121,Brick and Structural Clay Tile Manufacturing
32,Manufacturing,327122,Ceramic Wall and Floor Tile Manufacturing
32,Manufacturing,327123,Other Structural Clay Product Manufacturing
32,Manufacturing,327124,Clay Refractory Manufacturing
32,Manufacturing,327125,Nonclay Refractory Manufacturing
32,Manufacturing,327200,Glass and Glass Product Manufacturing
32,Manufacturing,327210,Glass and Glass Product Manufacturing
32,Manufacturing,327211,Flat Glass Manufacturing
32,Manufacturing,327212,Other Pressed and Blown Glass and Glassware Manufacturing
32,Manufacturing,327213,Glass Container Manufacturing
32,Manufacturing,327215,Glass Product Manufacturing Made of Purchased Glass
32,Manufacturing,327300,Cement and Concrete Product Manufacturing
32,Manufacturing,327310,Cement Manufacturing
32,Manufacturing,327320,Ready-Mix Concrete Manufacturing
32,Manufacturing,327330,"Concrete Pipe, Brick, and Block Manufacturing"
32,Manufacturing,327331,Concrete Block and Brick Manufacturing
32,Manufacturing,327332,Concrete Pipe Manufacturing
32,Manufacturing,327390,Other Concrete Product Manufacturing
32,Manufacturing,327400,Lime and Gypsum Product Manufacturing
32,Manufacturing,327410,Lime Manufacturing
32,Manufacturing,327420,Gypsum Product Manufacturing
32,Manufacturing,327900,Other Nonmetallic Mineral Product Manufacturing
32,Manufacturing,327910,Abrasive Product Manufacturing
32,Manufacturing,327990,All Other Nonmetallic Mineral Product Manufacturing
32,Manufacturing,327991,Cut Stone and Stone Product Manufacturing
32,Manufacturing,327992,Ground or Treated Mineral and Earth Manufacturing
32,Manufacturing,327993,Mineral Wool Manufacturing
32,Manufacturing,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
33,Manufacturing,331000,Primary Metal Manufacturing
33,Manufacturing,331100,Iron and Steel Mills and Ferroalloy Manufacturing
33,Manufacturing,331110,Iron and Steel Mills and Ferroalloy Manufacturing
33,Manufacturing,331111,Iron and Steel Mills
33,Manufacturing,331112,Electrometallurgical Ferroalloy Product Manufacturing
33,Manufacturing,331200,Steel Product Manufacturing from Purchased Steel
33,Manufacturing,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
33,Manufacturing,331220,Rolling and Drawing of Purchased Steel
33,Manufacturing,331221,Rolled Steel Shape Manufacturing
33,Manufacturing,331222,Steel Wire Drawing
33,Manufacturing,331300,Alumina and Aluminum Production and Processing
33,Manufacturing,331310,Alumina and Aluminum Production and Processing
33,Manufacturing,331311,Alumina Refining
33,Manufacturing,331312,Primary Aluminum Production
33,Manufacturing,331314,Secondary Smelting and Alloying of Aluminum
33,Manufacturing,331315,"Aluminum Sheet, Plate, and Foil Manufacturing"
33,Manufacturing,331316,Aluminum Extruded Product Manufacturing
33,Manufacturing,331319,Other Aluminum Rolling and Drawing
33,Manufacturing,331400,Nonferrous Metal (except Aluminum) Production and Processing
33,Manufacturing,331410,Nonferrous Metal (except Aluminum) Smelting and Refining
33,Manufacturing,331411,Primary Smelting and Refining of Copper
33,Manufacturing,331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)
33,Manufacturing,331420,"Copper Rolling, Drawing, Extruding, and Alloying"
33,Manufacturing,331421,"Copper Rolling, Drawing, and Extruding"
33,Manufacturing,331422,Copper Wire (except Mechanical) Drawing
33,Manufacturing,331423,"Secondary Smelting, Refining, and Alloying of Copper"
33,Manufacturing,331490,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying"
33,Manufacturing,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
33,Manufacturing,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
33,Manufacturing,331500,Foundries
33,Manufacturing,331510,Ferrous Metal Foundries
33,Manufacturing,331511,Iron Foundries
33,Manufacturing,331512,Steel Investment Foundries
33,Manufacturing,331513,Steel Foundries (except Investment)
33,Manufacturing,331520,Nonferrous Metal Foundries
33,Manufacturing,331521,Aluminum Die-Casting Foundries
33,Manufacturing,331522,Nonferrous (except Aluminum) Die-Casting Foundries
33,Manufacturing,331524,Aluminum Foundries (except Die-Casting)
33,Manufacturing,331525,Copper Foundries (except Die-Casting)
33,Manufacturing,331528,Other Nonferrous Foundries (except Die-Casting)
33,Manufacturing,332000,Fabricated Metal Product Manufacturing
33,Manufacturing,332100,Forging and Stamping
33,Manufacturing,332110,Forging and Stamping
33,Manufacturing,332111,Iron and Steel Forging
33,Manufacturing,332112,Nonferrous Forging
33,Manufacturing,332114,Custom Roll Forming
33,Manufacturing,332115,Crown and Closure Manufacturing
33,Manufacturing,332116,Metal Stamping
33,Manufacturing,332117,Powder Metallurgy Part Manufacturing
33,Manufacturing,332200,Cutlery and Handtool Manufacturing
33,Manufacturing,332210,Cutlery and Handtool Manufacturing
33,Manufacturing,332211,Cutlery and Flatware (except Precious) Manufacturing
33,Manufacturing,332212,Hand and Edge Tool Manufacturing
33,Manufacturing,332213,Saw Blade and Handsaw Manufacturing
33,Manufacturing,332214,"Kitchen Utensil, Pot, and Pan Manufacturing"
33,Manufacturing,332300,Architectural and Structural Metals Manufacturing
33,Manufacturing,332310,Plate Work and Fabricated Structural Product Manufacturing
33,Manufacturing,332311,Prefabricated Metal Building and Component Manufacturing
33,Manufacturing,332312,Fabricated Structural Metal Manufacturing
33,Manufacturing,332313,Plate Work Manufacturing
33,Manufacturing,332320,Ornamental and Architectural Metal Products Manufacturing
33,Manufacturing,332321,Metal Window and Door Manufacturing
33,Manufacturing,332322,Sheet Metal Work Manufacturing
33,Manufacturing,332323,Ornamental and Architectural Metal Work Manufacturing
33,Manufacturing,332400,"Boiler, Tank, and Shipping Container Manufacturing"
33,Manufacturing,332410,Power Boiler and Heat Exchanger Manufacturing
33,Manufacturing,332420,Metal Tank (Heavy Gauge) Manufacturing
33,Manufacturing,332430,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing"
33,Manufacturing,332431,Metal Can Manufacturing
33,Manufacturing,332439,Other Metal Container Manufacturing
33,Manufacturing,332500,Hardware Manufacturing
33,Manufacturing,332510,Hardware Manufacturing
33,Manufacturing,332600,Spring and Wire Product Manufacturing
33,Manufacturing,332610,Spring and Wire Product Manufacturing
33,Manufacturing,332611,Spring (Heavy Gauge) Manufacturing
33,Manufacturing,332612,Spring (Light Gauge) Manufacturing
33,Manufacturing,332618,Other Fabricated Wire Product Manufacturing
33,Manufacturing,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
33,Manufacturing,332710,Machine Shops
33,Manufacturing,332720,"Turned Product and Screw, Nut, and Bolt Manufacturing"
33,Manufacturing,332721,Precision Turned Product Manufacturing
33,Manufacturing,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
33,Manufacturing,332800,"Coating, Engraving, Heat Treating, and Allied Activities"
33,Manufacturing,332810,"Coating, Engraving, Heat Treating, and Allied Activities"
33,Manufacturing,332811,Metal Heat Treating
33,Manufacturing,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
33,Manufacturing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
33,Manufacturing,332900,Other Fabricated Metal Product Manufacturing
33,Manufacturing,332910,Metal Valve Manufacturing
33,Manufacturing,332911,Industrial Valve Manufacturing
33,Manufacturing,332912,Fluid Power Valve and Hose Fitting Manufacturing
33,Manufacturing,332913,Plumbing Fixture Fitting and Trim Manufacturing
33,Manufacturing,332919,Other Metal Valve and Pipe Fitting Manufacturing
33,Manufacturing,332990,All Other Fabricated Metal Product Manufacturing
33,Manufacturing,332991,Ball and Roller Bearing Manufacturing
33,Manufacturing,332992,Small Arms Ammunition Manufacturing
33,Manufacturing,332993,Ammunition (except Small Arms) Manufacturing
33,Manufacturing,332994,Small Arms Manufacturing
33,Manufacturing,332995,Other Ordnance and Accessories Manufacturing
33,Manufacturing,332996,Fabricated Pipe and Pipe Fitting Manufacturing
33,Manufacturing,332997,Industrial Pattern Manufacturing
33,Manufacturing,332998,Enameled Iron and Metal Sanitary Ware Manufacturing
33,Manufacturing,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
33,Manufacturing,333000,Machinery Manufacturing
33,Manufacturing,333100,"Agriculture, Construction, and Mining Machinery Manufacturing"
33,Manufacturing,333110,Agricultural Implement Manufacturing
33,Manufacturing,333111,Farm Machinery and Equipment Manufacturing
33,Manufacturing,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
33,Manufacturing,333120,Construction Machinery Manufacturing
33,Manufacturing,333130,Mining and Oil and Gas Field Machinery Manufacturing
33,Manufacturing,333131,Mining Machinery and Equipment Manufacturing
33,Manufacturing,333132,Oil and Gas Field Machinery and Equipment Manufacturing
33,Manufacturing,333200,Industrial Machinery Manufacturing
33,Manufacturing,333210,Sawmill and Woodworking Machinery Manufacturing
33,Manufacturing,333220,Plastics and Rubber Industry Machinery Manufacturing
33,Manufacturing,333290,Other Industrial Machinery Manufacturing
33,Manufacturing,333291,Paper Industry Machinery Manufacturing
33,Manufacturing,333292,Textile Machinery Manufacturing
33,Manufacturing,333293,Printing Machinery and Equipment Manufacturing
33,Manufacturing,333294,Food Product Machinery Manufacturing
33,Manufacturing,333295,Semiconductor Machinery Manufacturing
33,Manufacturing,333298,All Other Industrial Machinery Manufacturing
33,Manufacturing,333300,Commercial and Service Industry Machinery Manufacturing
33,Manufacturing,333310,Commercial and Service Industry Machinery Manufacturing
33,Manufacturing,333311,Automatic Vending Machine Manufacturing
33,Manufacturing,333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing"
33,Manufacturing,333313,Office Machinery Manufacturing
33,Manufacturing,333314,Optical Instrument and Lens Manufacturing
33,Manufacturing,333315,Photographic and Photocopying Equipment Manufacturing
33,Manufacturing,333319,Other Commercial and Service Industry Machinery Manufacturing
33,Manufacturing,333400,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
33,Manufacturing,333410,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
33,Manufacturing,333411,Air Purification Equipment Manufacturing
33,Manufacturing,333412,Industrial and Commercial Fan and Blower Manufacturing
33,Manufacturing,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
33,Manufacturing,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
33,Manufacturing,333500,Metalworking Machinery Manufacturing
33,Manufacturing,333510,Metalworking Machinery Manufacturing
33,Manufacturing,333511,Industrial Mold Manufacturing
33,Manufacturing,333512,Machine Tool (Metal Cutting Types) Manufacturing
33,Manufacturing,333513,Machine Tool (Metal Forming Types) Manufacturing
33,Manufacturing,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
33,Manufacturing,333515,Cutting Tool and Machine Tool Accessory Manufacturing
33,Manufacturing,333516,Rolling Mill Machinery and Equipment Manufacturing
33,Manufacturing,333518,Other Metalworking Machinery Manufacturing
33,Manufacturing,333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
33,Manufacturing,333610,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
33,Manufacturing,333611,Turbine and Turbine Generator Set Units Manufacturing
33,Manufacturing,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
33,Manufacturing,333613,Mechanical Power Transmission Equipment Manufacturing
33,Manufacturing,333618,Other Engine Equipment Manufacturing
33,Manufacturing,333900,Other General Purpose Machinery Manufacturing
33,Manufacturing,333910,Pump and Compressor Manufacturing
33,Manufacturing,333911,Pump and Pumping Equipment Manufacturing
33,Manufacturing,333912,Air and Gas Compressor Manufacturing
33,Manufacturing,333913,Measuring and Dispensing Pump Manufacturing
33,Manufacturing,333920,Material Handling Equipment Manufacturing
33,Manufacturing,333921,Elevator and Moving Stairway Manufacturing
33,Manufacturing,333922,Conveyor and Conveying Equipment Manufacturing
33,Manufacturing,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
33,Manufacturing,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
33,Manufacturing,333990,All Other General Purpose Machinery Manufacturing
33,Manufacturing,333991,Power-Driven Handtool Manufacturing
33,Manufacturing,333992,Welding and Soldering Equipment Manufacturing
33,Manufacturing,333993,Packaging Machinery Manufacturing
33,Manufacturing,333994,Industrial Process Furnace and Oven Manufacturing
33,Manufacturing,333995,Fluid Power Cylinder and Actuator Manufacturing
33,Manufacturing,333996,Fluid Power Pump and Motor Manufacturing
33,Manufacturing,333997,Scale and Balance (except Laboratory) Manufacturing
33,Manufacturing,333999,All Other Miscellaneous General Purpose Machinery Manufacturing
33,Manufacturing,334000,Computer and Electronic Product Manufacturing
33,Manufacturing,334100,Computer and Peripheral Equipment Manufacturing
33,Manufacturing,334110,Computer and Peripheral Equipment Manufacturing
33,Manufacturing,334111,Electronic Computer Manufacturing
33,Manufacturing,334112,Computer Storage Device Manufacturing
33,Manufacturing,334113,Computer Terminal Manufacturing
33,Manufacturing,334119,Other Computer Peripheral Equipment Manufacturing
33,Manufacturing,334200,Communications Equipment Manufacturing
33,Manufacturing,334210,Telephone Apparatus Manufacturing
33,Manufacturing,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
33,Manufacturing,334290,Other Communications Equipment Manufacturing
33,Manufacturing,334300,Audio and Video Equipment Manufacturing
33,Manufacturing,334310,Audio and Video Equipment Manufacturing
33,Manufacturing,334400,Semiconductor and Other Electronic Component Manufacturing
33,Manufacturing,334410,Semiconductor and Other Electronic Component Manufacturing
33,Manufacturing,334411,Electron Tube Manufacturing
33,Manufacturing,334412,Bare Printed Circuit Board Manufacturing
33,Manufacturing,334413,Semiconductor and Related Device Manufacturing
33,Manufacturing,334414,Electronic Capacitor Manufacturing
33,Manufacturing,334415,Electronic Resistor Manufacturing
33,Manufacturing,334416,"Electronic Coil, Transformer, and Other Inductor Manufacturing"
33,Manufacturing,334417,Electronic Connector Manufacturing
33,Manufacturing,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
33,Manufacturing,334419,Other Electronic Component Manufacturing
33,Manufacturing,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
33,Manufacturing,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing
33,Manufacturing,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
33,Manufacturing,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
33,Manufacturing,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
33,Manufacturing,334514,Totalizing Fluid Meter and Counting Device Manufacturing
33,Manufacturing,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
33,Manufacturing,334516,Analytical Laboratory Instrument Manufacturing
33,Manufacturing,334517,Irradiation Apparatus Manufacturing
33,Manufacturing,334518,"Watch, Clock, and Part Manufacturing"
33,Manufacturing,334519,Other Measuring and Controlling Device Manufacturing
33,Manufacturing,334600,Manufacturing and Reproducing Magnetic and Optical Media
33,Manufacturing,334610,Manufacturing and Reproducing Magnetic and Optical Media
33,Manufacturing,334611,Software Reproducing
33,Manufacturing,334612,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing"
33,Manufacturing,334613,Magnetic and Optical Recording Media Manufacturing
33,Manufacturing,335000,"Electrical Equipment, Appliance, and Component Manufacturing"
33,Manufacturing,335100,Electric Lighting Equipment Manufacturing
33,Manufacturing,335110,Electric Lamp Bulb and Part Manufacturing
33,Manufacturing,335120,Lighting Fixture Manufacturing
33,Manufacturing,335121,Residential Electric Lighting Fixture Manufacturing
33,Manufacturing,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
33,Manufacturing,335129,Other Lighting Equipment Manufacturing
33,Manufacturing,335200,Household Appliance Manufacturing
33,Manufacturing,335210,Small Electrical Appliance Manufacturing
33,Manufacturing,335211,Electric Housewares and Household Fan Manufacturing
33,Manufacturing,335212,Household Vacuum Cleaner Manufacturing
33,Manufacturing,335220,Major Appliance Manufacturing
33,Manufacturing,335221,Household Cooking Appliance Manufacturing
33,Manufacturing,335222,Household Refrigerator and Home Freezer Manufacturing
33,Manufacturing,335224,Household Laundry Equipment Manufacturing
33,Manufacturing,335228,Other Major Household Appliance Manufacturing
33,Manufacturing,335300,Electrical Equipment Manufacturing
33,Manufacturing,335310,Electrical Equipment Manufacturing
33,Manufacturing,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
33,Manufacturing,335312,Motor and Generator Manufacturing
33,Manufacturing,335313,Switchgear and Switchboard Apparatus Manufacturing
33,Manufacturing,335314,Relay and Industrial Control Manufacturing
33,Manufacturing,335900,Other Electrical Equipment and Component Manufacturing
33,Manufacturing,335910,Battery Manufacturing
33,Manufacturing,335911,Storage Battery Manufacturing
33,Manufacturing,335912,Primary Battery Manufacturing
33,Manufacturing,335920,Communication and Energy Wire and Cable Manufacturing
33,Manufacturing,335921,Fiber Optic Cable Manufacturing
33,Manufacturing,335929,Other Communication and Energy Wire Manufacturing
33,Manufacturing,335930,Wiring Device Manufacturing
33,Manufacturing,335931,Current-Carrying Wiring Device Manufacturing
33,Manufacturing,335932,Noncurrent-Carrying Wiring Device Manufacturing
33,Manufacturing,335990,All Other Electrical Equipment and Component Manufacturing
33,Manufacturing,335991,Carbon and Graphite Product Manufacturing
33,Manufacturing,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
33,Manufacturing,336000,Transportation Equipment Manufacturing
33,Manufacturing,336100,Motor Vehicle Manufacturing
33,Manufacturing,336110,Automobile and Light Duty Motor Vehicle Manufacturing
33,Manufacturing,336111,Automobile Manufacturing
33,Manufacturing,336112,Light Truck and Utility Vehicle Manufacturing
33,Manufacturing,336120,Heavy Duty Truck Manufacturing
33,Manufacturing,336200,Motor Vehicle Body and Trailer Manufacturing
33,Manufacturing,336210,Motor Vehicle Body and Trailer Manufacturing
33,Manufacturing,336211,Motor Vehicle Body Manufacturing
33,Manufacturing,336212,Truck Trailer Manufacturing
33,Manufacturing,336213,Motor Home Manufacturing
33,Manufacturing,336214,Travel Trailer and Camper Manufacturing
33,Manufacturing,336300,Motor Vehicle Parts Manufacturing
33,Manufacturing,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
33,Manufacturing,336311,"Carburetor, Piston, Piston Ring, and Valve Manufacturing"
33,Manufacturing,336312,Gasoline Engine and Engine Parts Manufacturing
33,Manufacturing,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing
33,Manufacturing,336321,Vehicular Lighting Equipment Manufacturing
33,Manufacturing,336322,Other Motor Vehicle Electrical and Electronic Equipment Manufacturing
33,Manufacturing,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
33,Manufacturing,336340,Motor Vehicle Brake System Manufacturing
33,Manufacturing,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing
33,Manufacturing,336360,Motor Vehicle Seating and Interior Trim Manufacturing
33,Manufacturing,336370,Motor Vehicle Metal Stamping
33,Manufacturing,336390,Other Motor Vehicle Parts Manufacturing
33,Manufacturing,336391,Motor Vehicle Air-Conditioning Manufacturing
33,Manufacturing,336399,All Other Motor Vehicle Parts Manufacturing
33,Manufacturing,336400,Aerospace Product and Parts Manufacturing
33,Manufacturing,336410,Aerospace Product and Parts Manufacturing
33,Manufacturing,336411,Aircraft Manufacturing
33,Manufacturing,336412,Aircraft Engine and Engine Parts Manufacturing
33,Manufacturing,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
33,Manufacturing,336414,Guided Missile and Space Vehicle Manufacturing
33,Manufacturing,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
33,Manufacturing,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
33,Manufacturing,336500,Railroad Rolling Stock Manufacturing
33,Manufacturing,336510,Railroad Rolling Stock Manufacturing
33,Manufacturing,336600,Ship and Boat Building
33,Manufacturing,336610,Ship and Boat Building
33,Manufacturing,336611,Ship Building and Repairing
33,Manufacturing,336612,Boat Building
33,Manufacturing,336900,Other Transportation Equipment Manufacturing
33,Manufacturing,336990,Other Transportation Equipment Manufacturing
33,Manufacturing,336991,"Motorcycle, Bicycle, and Parts Manufacturing"
33,Manufacturing,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"
33,Manufacturing,336999,All Other Transportation Equipment Manufacturing
33,Manufacturing,337000,Furniture and Related Product Manufacturing
33,Manufacturing,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
33,Manufacturing,337110,Wood Kitchen Cabinet and Countertop Manufacturing
33,Manufacturing,337120,Household and Institutional Furniture Manufacturing
33,Manufacturing,337121,Upholstered Household Furniture Manufacturing
33,Manufacturing,337122,Nonupholstered Wood Household Furniture Manufacturing
33,Manufacturing,337124,Metal Household Furniture Manufacturing
33,Manufacturing,337125,Household Furniture (except Wood and Metal) Manufacturing
33,Manufacturing,337127,Institutional Furniture Manufacturing
33,Manufacturing,337129,"Wood Television, Radio, and Sewing Machine Cabinet Manufacturing"
33,Manufacturing,337200,Office Furniture (including Fixtures) Manufacturing
33,Manufacturing,337210,Office Furniture (including Fixtures) Manufacturing
33,Manufacturing,337211,Wood Office Furniture Manufacturing
33,Manufacturing,337212,Custom Architectural Woodwork and Millwork Manufacturing
33,Manufacturing,337214,Office Furniture (except Wood) Manufacturing
33,Manufacturing,337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
33,Manufacturing,337900,Other Furniture Related Product Manufacturing
33,Manufacturing,337910,Mattress Manufacturing
33,Manufacturing,337920,Blind and Shade Manufacturing
33,Manufacturing,339000,Miscellaneous Manufacturing
33,Manufacturing,339100,Medical Equipment and Supplies Manufacturing
33,Manufacturing,339110,Medical Equipment and Supplies Manufacturing
33,Manufacturing,339111,Laboratory Apparatus and Furniture Manufacturing
33,Manufacturing,339112,Surgical and Medical Instrument Manufacturing
33,Manufacturing,339113,Surgical Appliance and Supplies Manufacturing
33,Manufacturing,339114,Dental Equipment and Supplies Manufacturing
33,Manufacturing,339115,Ophthalmic Goods Manufacturing
33,Manufacturing,339116,Dental Laboratories
33,Manufacturing,339900,Other Miscellaneous Manufacturing
33,Manufacturing,339910,Jewelry and Silverware Manufacturing
33,Manufacturing,339911,Jewelry (except Costume) Manufacturing
33,Manufacturing,339912,Silverware and Hollowware Manufacturing
33,Manufacturing,339913,Jewelers' Material and Lapidary Work Manufacturing
33,Manufacturing,339914,Costume Jewelry and Novelty Manufacturing
33,Manufacturing,339920,Sporting and Athletic Goods Manufacturing
33,Manufacturing,339930,"Doll, Toy, and Game Manufacturing"
33,Manufacturing,339931,Doll and Stuffed Toy Manufacturing
33,Manufacturing,339932,"Game, Toy, and Children's Vehicle Manufacturing"
33,Manufacturing,339940,Office Supplies (except Paper) Manufacturing
33,Manufacturing,339941,Pen and Mechanical Pencil Manufacturing
33,Manufacturing,339942,Lead Pencil and Art Good Manufacturing
33,Manufacturing,339943,Marking Device Manufacturing
33,Manufacturing,339944,Carbon Paper and Inked Ribbon Manufacturing
33,Manufacturing,339950,Sign Manufacturing
33,Manufacturing,339990,All Other Miscellaneous Manufacturing
33,Manufacturing,339991,"Gasket, Packing, and Sealing Device Manufacturing"
33,Manufacturing,339992,Musical Instrument Manufacturing
33,Manufacturing,339993,"Fastener, Button, Needle, and Pin Manufacturing"
33,Manufacturing,339994,"Broom, Brush, and Mop Manufacturing"
33,Manufacturing,339995,Burial Casket Manufacturing
33,Manufacturing,339999,All Other Miscellaneous Manufacturing
45,Retail Trade,451000,"Sporting Goods, Hobby, Book, and Music Stores"
45,Retail Trade,451100,"Sporting Goods, Hobby, and Musical Instrument Stores"
45,Retail Trade,451110,Sporting Goods Stores
45,Retail Trade,451120,"Hobby, Toy, and Game Stores"
45,Retail Trade,451130,"Sewing, Needlework, and Piece Goods Stores"
45,Retail Trade,451140,Musical Instrument and Supplies Stores
45,Retail Trade,451200,"Book, Periodical, and Music Stores"
45,Retail Trade,451210,Book Stores and News Dealers
45,Retail Trade,451211,Book Stores
45,Retail Trade,451212,News Dealers and Newsstands
45,Retail Trade,451220,"Prerecorded Tape, Compact Disc, and Record Stores"
45,Retail Trade,452000,General Merchandise Stores
45,Retail Trade,452100,Department Stores
45,Retail Trade,452110,Department Stores
45,Retail Trade,452111,Department Stores (except Discount Department Stores)
45,Retail Trade,452112,Discount Department Stores
45,Retail Trade,452900,Other General Merchandise Stores
45,Retail Trade,452910,Warehouse Clubs and Supercenters
45,Retail Trade,452990,All Other General Merchandise Stores
45,Retail Trade,453000,Miscellaneous Store Retailers
45,Retail Trade,453100,Florists
45,Retail Trade,453110,Florists
45,Retail Trade,453200,"Office Supplies, Stationery, and Gift Stores"
45,Retail Trade,453210,Office Supplies and Stationery Stores
45,Retail Trade,453220,"Gift, Novelty, and Souvenir Stores"
45,Retail Trade,453300,Used Merchandise Stores
45,Retail Trade,453310,Used Merchandise Stores
45,Retail Trade,453900,Other Miscellaneous Store Retailers
45,Retail Trade,453910,Pet and Pet Supplies Stores
45,Retail Trade,453920,Art Dealers
45,Retail Trade,453930,Manufactured (Mobile) Home Dealers
